API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sat Aug 15 12:00:27 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Moon (301)                      {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 2100-Jan-01 00:00:00.0000 UT      
Step-size       : 59040 minutes
*******************************************************************************
Target pole/equ : MOON_ME                         {East-longitude positive}
Target radii    : 1737.4, 1737.4, 1737.4 km       {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Earth
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : HMS
Time format     : CAL 
Calendar mode   : Mixed Julian/Gregorian
EOP file        : eop.260814.p261110                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-AUG-14. PREDICTS-> 2026-NOV-09
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
*******************************************************************************
 Date__(UT)__HR:MN           TDB-UT     ObsEcLon    ObsEcLat
************************************************************
$$SOE
 2023-Apr-04 00:00        69.185654  168.7421773   3.7311874
 2023-May-15 00:00        69.185287  355.4018733  -3.2797446
 2023-Jun-25 00:00        69.184326  168.5143859   3.4946404
 2023-Aug-05 00:00        69.183210  357.9800701  -2.5232826
 2023-Sep-15 00:00        69.182461  171.1504044   2.9073299
 2023-Oct-26 00:00        69.182441  353.9054655  -2.7266893
 2023-Dec-06 00:00        69.183173  171.7808701   2.7200375
 2024-Jan-16 00:00        69.184316  357.1219608  -1.9271235
 2024-Feb-26 00:00        69.185296  172.8745067   2.0386361
 2024-Apr-07 00:00        69.185642  352.8418706  -2.0550602
 2024-May-18 00:00        69.185209  174.8937036   1.7792710
 2024-Jun-28 00:00        69.184212  354.7697905  -1.4558043
 2024-Aug-08 00:00        69.183123  175.3088843   1.1015394
 2024-Sep-18 00:00        69.182437  354.0503629  -1.1531852
 2024-Oct-29 00:00        69.182491  177.7951751   0.7934098
 2024-Dec-09 00:00        69.183284  352.0163504  -1.0109579
 2025-Jan-19 00:00        69.184429  178.2279386   0.0804066
 2025-Mar-01 00:00        69.185361  353.9215080  -0.3208028
 2025-Apr-11 00:00        69.185625  179.4044930  -0.1853579
 2025-May-22 00:00        69.185118  350.3205271  -0.4202542
 2025-Jul-02 00:00        69.184100  181.3789848  -0.9099327
 2025-Aug-12 00:00        69.183033  353.8211587   0.4860844
 2025-Sep-22 00:00        69.182417  181.1915049  -1.1724963
 2025-Nov-02 00:00        69.182550  350.7109087   0.3278211
 2025-Dec-13 00:00        69.183390  184.0481079  -1.8074392
 2026-Jan-23 00:00        69.184540  352.5230904   1.1861198
 2026-Mar-05 00:00        69.185419  182.7258719  -2.1302310
 2026-Apr-15 00:00        69.185605  351.8489780   1.2229991
 2026-May-26 00:00        69.185034  184.9315847  -2.5385309
 2026-Jul-06 00:00        69.183982  351.8337432   1.8611698
 2026-Aug-16 00:00        69.182945  185.3777236  -3.0775402
 2026-Sep-26 00:00        69.182393  354.2030384   2.1692431
 2026-Nov-06 00:00        69.182601  185.0812584  -3.1176857
 2026-Dec-17 00:00        69.183499  352.2783343   2.5670518
 2027-Jan-27 00:00        69.184645  187.2906522  -3.8495474
 2027-Mar-09 00:00        69.185478  355.2048232   2.9848352
 2027-Apr-19 00:00        69.185590  184.3818880  -3.6527913
 2027-May-30 00:00        69.184947  354.4234624   3.3111566
 2027-Jul-10 00:00        69.183871  187.8028450  -4.3613864
 2027-Aug-20 00:00        69.182851  356.4841728   3.7304796
 2027-Sep-30 00:00        69.182366  185.1511427  -4.1800618
 2027-Nov-10 00:00        69.182659  357.6063579   3.9464510
 2027-Dec-21 00:00        69.183604  186.7912209  -4.6802188
 2028-Jan-31 00:00        69.184753  357.8259062   4.3617728
 2028-Mar-12 00:00        69.185528  185.4359420  -4.6119554
 2028-Apr-22 00:00        69.185563    0.2797177   4.4584668
 2028-Jun-02 00:00        69.184859  184.2647334  -4.8576995
 2028-Jul-13 00:00        69.183754    0.4596035   4.8771350
 2028-Aug-23 00:00        69.182766  186.5932590  -4.9732094
 2028-Oct-03 00:00        69.182348    2.8271592   4.7840416
 2028-Nov-13 00:00        69.182717  182.4462035  -4.9642990
 2028-Dec-24 00:00        69.183716    3.7195312   5.1911407
 2029-Feb-03 00:00        69.184851  185.7163538  -5.1559133
 2029-Mar-16 00:00        69.185570    4.6327839   4.9740934
 2029-Apr-26 00:00        69.185530  181.3032408  -5.0457425
 2029-Jun-06 00:00        69.184766    7.0208621   5.2436440
 2029-Jul-17 00:00        69.183651  183.5679142  -5.2449961
 2029-Aug-27 00:00        69.182688    7.2116862   5.0421583
 2029-Oct-07 00:00        69.182337  182.6325757  -5.0117609
 2029-Nov-17 00:00        69.182779    9.6637297   5.0552670
 2029-Dec-28 00:00        69.183814  181.2491996  -5.2565773
 2030-Feb-07 00:00        69.184943    9.9370977   4.9068606
 2030-Mar-20 00:00        69.185604  182.8636130  -4.8875083
 2030-Apr-30 00:00        69.185492   11.1135196   4.7208484
 2030-Jun-10 00:00        69.184683  179.9316198  -5.1498233
 2030-Jul-21 00:00        69.183552   13.1703054   4.5855885
 2030-Aug-31 00:00        69.182625  183.4153403  -4.6741883
 2030-Oct-11 00:00        69.182333   12.4984207   4.2383108
 2030-Nov-21 00:00        69.182837  180.7034936  -4.8633587
 2031-Jan-01 00:00        69.183914   15.3898241   4.0936126
 2031-Feb-11 00:00        69.185026  182.8008960  -4.3855820
 2031-Mar-24 00:00        69.185633   13.6080245   3.6594404
 2031-May-04 00:00        69.185454  182.3332695  -4.3639680
 2031-Jun-14 00:00        69.184592   16.0002759   3.5173560
 2031-Jul-25 00:00        69.183459  182.6860468  -4.0367785
 2031-Sep-04 00:00        69.182564   16.0570334   2.9342391
 2031-Oct-15 00:00        69.182338  185.0677965  -3.6349377
 2031-Nov-25 00:00        69.182909   15.4051122   2.9254449
 2032-Jan-05 00:00        69.184011  183.6964627  -3.5093918
 2032-Feb-15 00:00        69.185110   17.3441856   2.1767431
 2032-Mar-27 00:00        69.185655  186.5167976  -2.8603002
 2032-May-07 00:00        69.185404   14.2524887   2.2708513
 2032-Jun-17 00:00        69.184501  186.1220328  -2.7641969
 2032-Jul-28 00:00        69.183364   17.7568391   1.4983834
 2032-Sep-07 00:00        69.182520  188.1829101  -2.0180918
 2032-Oct-18 00:00        69.182362   14.3424258   1.4747582
 2032-Nov-28 00:00        69.182987  189.4641684  -1.8369891
 2033-Jan-08 00:00        69.184114   16.0868636   0.9378231
 2033-Feb-18 00:00        69.185177  189.8402666  -1.1133689
 2033-Mar-31 00:00        69.185661   14.2197857   0.6469234
 2033-May-11 00:00        69.185348  192.2064671  -0.8113008
 2033-Jun-21 00:00        69.184406   13.4255803   0.4539708
 2033-Aug-01 00:00        69.183284  192.5707895  -0.1592515
 2033-Sep-11 00:00        69.182488   15.4101701  -0.2813721
 2033-Oct-22 00:00        69.182400  194.7387753   0.2239626
 2033-Dec-02 00:00        69.183081   11.0703196  -0.0513084
 2034-Jan-12 00:00        69.184210  195.8592574   0.8576775
 2034-Feb-22 00:00        69.185239   14.3080828  -1.0061035
 2034-Apr-04 00:00        69.185656  196.4316570   1.2228635
 2034-May-15 00:00        69.185282   10.1236323  -0.7431030
 2034-Jun-25 00:00        69.184315  198.9273960   1.7939140
 2034-Aug-05 00:00        69.183201   12.6920311  -1.6086595
 2034-Sep-15 00:00        69.182462  198.8555692   2.2305576
 2034-Oct-26 00:00        69.182444   11.3295943  -1.5899882
 2034-Dec-06 00:00        69.183177  201.2958406   2.5958195
 2035-Jan-16 00:00        69.184320   10.5223020  -2.1575936
 2035-Feb-26 00:00        69.185300  201.3061056   3.1639005
 2035-Apr-08 00:00        69.185647   11.9396406  -2.4123090
 2035-May-19 00:00        69.185211  202.2292208   3.2749567
 2035-Jun-29 00:00        69.184212    9.8396232  -2.7440403
 2035-Aug-09 00:00        69.183121  204.2761824   3.9562213
 2035-Sep-19 00:00        69.182435   13.1421027  -3.2129766
 2035-Oct-30 00:00        69.182494  203.0751973   3.8468712
 2035-Dec-10 00:00        69.183288   10.7030810  -3.3595132
 2036-Jan-20 00:00        69.184431  206.1336279   4.5239768
 2036-Mar-01 00:00        69.185364   13.0184365  -3.8502886
 2036-Apr-11 00:00        69.185629  203.6094611   4.3602915
 2036-May-22 00:00        69.185123   12.9414414  -3.9812269
 2036-Jul-02 00:00        69.184101  206.1590275   4.8287805
 2036-Aug-12 00:00        69.183033   13.6811822  -4.4219386
 2036-Sep-22 00:00        69.182418  205.6817009   4.8247735
 2036-Nov-02 00:00        69.182555   15.8807482  -4.4596472
 2036-Dec-13 00:00        69.183399  205.0453913   4.9810187
 2037-Jan-23 00:00        69.184549   15.0271189  -4.8822053
 2037-Mar-05 00:00        69.185422  206.5559434   5.0959894
 2037-Apr-15 00:00        69.185606   17.7815336  -4.7974595
 2037-May-26 00:00        69.185033  203.3050872   5.0534458
 2037-Jul-06 00:00        69.183983   17.9715422  -5.1746321
 2037-Aug-16 00:00        69.182949  206.8337802   5.2336295
 2037-Sep-26 00:00        69.182400   19.8436981  -4.9972826
 2037-Nov-06 00:00        69.182615  202.9293742   5.0356475
 2037-Dec-17 00:00        69.183512   21.3185798  -5.2307543
 2038-Jan-27 00:00        69.184652  205.0639224   5.2359352
 2038-Mar-09 00:00        69.185478   21.6846700  -5.0406720
 2038-Apr-19 00:00        69.185583  202.6947705   4.9545576
 2038-May-30 00:00        69.184943   24.2921827  -5.0477375
 2038-Jul-10 00:00        69.183874  202.2986096   5.1639935
 2038-Aug-20 00:00        69.182861   24.7204154  -4.9402879
 2038-Sep-30 00:00        69.182383  204.0292772   4.7506959
 2038-Nov-10 00:00        69.182675   26.6799233  -4.6670321
 2038-Dec-21 00:00        69.183617  200.0851502   5.0105670
 2039-Jan-31 00:00        69.184760   27.8700397  -4.5975767
 2039-Mar-13 00:00        69.185527  203.2471547   4.4948678
 2039-Apr-23 00:00        69.185557   28.2836997  -4.1788401
 2039-Jun-03 00:00        69.184855  199.4110584   4.6979211
 2039-Jul-14 00:00        69.183756   31.0018218  -4.0573337
 2039-Aug-24 00:00        69.182775  202.1523129   4.2308685
 2039-Oct-04 00:00        69.182362   30.5232093  -3.5487684
 2039-Nov-14 00:00        69.182734  200.8166790   4.1601216
 2039-Dec-25 00:00        69.183731   32.9070739  -3.3962260
 2040-Feb-04 00:00        69.184862  200.6395642   3.8830164
 2040-Mar-16 00:00        69.185575   32.5934353  -2.8035329
 2040-Apr-26 00:00        69.185526  201.9646485   3.4970785
 2040-Jun-06 00:00        69.184759   33.5164938  -2.6682215
 2040-Jul-17 00:00        69.183645  200.3921103   3.4237023
 2040-Aug-27 00:00        69.182690   35.4755743  -1.9768160
 2040-Oct-07 00:00        69.182350  203.6407311   2.7002618
 2040-Nov-17 00:00        69.182798   33.6344295  -1.8991373
 2040-Dec-28 00:00        69.183835  201.6815316   2.7478050
 2041-Feb-07 00:00        69.184960   36.6670528  -1.1718071
 2041-Mar-20 00:00        69.185608  204.0943497   1.9206886
 2041-Apr-30 00:00        69.185486   33.6797630  -1.0627850
 2041-Jun-10 00:00        69.184669  204.2350137   1.8393108
 2041-Jul-21 00:00        69.183539   36.3943480  -0.5073708
 2041-Aug-31 00:00        69.182623  205.1696832   1.1117714
 2041-Oct-11 00:00        69.182346   35.2477509  -0.0836491
 2041-Nov-21 00:00        69.182861  207.3281851   0.8040066
 2042-Jan-01 00:00        69.183939   34.4551068   0.0520339
 2042-Feb-11 00:00        69.185043  206.9177320   0.1968634
 2042-Mar-24 00:00        69.185637   35.5548171   0.7851307
 2042-May-04 00:00        69.185444  209.4638788  -0.2338153
 2042-Jun-14 00:00        69.184576   32.3850348   0.6249841
 2042-Jul-25 00:00        69.183444  209.9413964  -0.7567472
 2042-Sep-04 00:00        69.182559   35.8742939   1.5682060
 2042-Oct-15 00:00        69.182346  211.6408997  -1.2592888
 2042-Nov-25 00:00        69.182926   31.2907596   1.2669076
 2043-Jan-05 00:00        69.184034  213.3227601  -1.7262518
 2043-Feb-15 00:00        69.185128   33.7098596   2.1294306
 2043-Mar-28 00:00        69.185661  213.5584007  -2.2333253
 2043-May-08 00:00        69.185400   31.0895120   2.0211368
 2043-Jun-18 00:00        69.184488  216.1355125  -2.5909783
 2043-Jul-29 00:00        69.183348   31.2353863   2.5721400
 2043-Sep-08 00:00        69.182506  216.5455678  -3.1728700
 2043-Oct-19 00:00        69.182357   32.4826544   2.8508459
 2043-Nov-29 00:00        69.182997  218.2876752  -3.3116455
 2044-Jan-09 00:00        69.184134   28.9394682   3.0188617
 2044-Feb-19 00:00        69.185198  219.5739845  -3.9823846
 2044-Mar-31 00:00        69.185675   31.9837194   3.4984146
 2044-May-11 00:00        69.185347  219.5572572  -3.9399994
 2044-Jun-21 00:00        69.184391   28.7963680   3.5457984
 2044-Aug-01 00:00        69.183262  222.4221603  -4.5507084
 2044-Sep-11 00:00        69.182465   31.6852164   4.0808361
 2044-Oct-22 00:00        69.182387  221.4059241  -4.4852036
 2044-Dec-02 00:00        69.183084   30.2330423   4.0631322
 2045-Jan-12 00:00        69.184229  223.9907576  -4.8971631
 2045-Feb-22 00:00        69.185263   30.6578722   4.5351251
 2045-Apr-04 00:00        69.185672  223.0982215  -4.9007401
 2045-May-15 00:00        69.185284   32.0448508   4.5202760
 2045-Jun-25 00:00        69.184300  223.9956030  -5.0408052
 2045-Aug-05 00:00        69.183177   31.1782646   4.9206829
 2045-Sep-15 00:00        69.182439  225.7270185  -5.1852024
 2045-Oct-26 00:00        69.182429   34.2012479   4.8344691
 2045-Dec-06 00:00        69.183174  223.5107526  -5.0590551
 2046-Jan-16 00:00        69.184327   32.7517532   5.1782407
 2046-Feb-26 00:00        69.185314  226.5729131  -5.2425500
 2046-Apr-08 00:00        69.185662   35.1890375   5.0079579
 2046-May-19 00:00        69.185217  223.0567065  -5.0080604
 2046-Jun-29 00:00        69.184206   35.8565760   5.2218146
 2046-Aug-09 00:00        69.183106  225.9347258  -5.1694576
 2046-Sep-19 00:00        69.182415   36.8560635   5.0785775
 2046-Oct-30 00:00        69.182477  224.1935650  -4.8315370
 2046-Dec-10 00:00        69.183276   39.0158069   5.0287484
 2047-Jan-20 00:00        69.184428  223.7224075  -5.0126284
 2047-Mar-02 00:00        69.185371   38.8469751   4.9551034
 2047-Apr-12 00:00        69.185642  224.3582136  -4.5725399
 2047-May-23 00:00        69.185136   41.4518572   4.6599134
 2047-Jul-03 00:00        69.184106  221.3378480  -4.7726923
 2047-Aug-13 00:00        69.183023   42.2307277   4.6401065
 2047-Sep-23 00:00        69.182399  224.7493302  -4.2550125
 2047-Nov-03 00:00        69.182534   43.6698695   4.1408003
 2047-Dec-14 00:00        69.183385  220.0635859  -4.4131236
 2048-Jan-24 00:00        69.184543   45.4788667   4.0821576
 2048-Mar-05 00:00        69.185425  222.7923276  -3.9299293
 2048-Apr-15 00:00        69.185618   45.5713633   3.5184641
 2048-May-26 00:00        69.185046  220.0854373  -3.8849984
 2048-Jul-06 00:00        69.183990   48.3215050   3.3474866
 2048-Aug-16 00:00        69.182945  220.5617647  -3.6290663
 2048-Sep-26 00:00        69.182385   48.5672038   2.7646550
 2048-Nov-06 00:00        69.182597  221.6067294  -3.1574557
 2048-Dec-17 00:00        69.183499   50.0406765   2.5391106
 2049-Jan-27 00:00        69.184648  218.7465166  -3.2050464
 2049-Mar-09 00:00        69.185478   51.2355118   1.8932612
 2049-Apr-19 00:00        69.185585  221.6606418  -2.4488515
 2049-May-30 00:00        69.184949   51.0080548   1.6718594
 2049-Jul-10 00:00        69.183879  218.9150419  -2.5828121
 2049-Aug-20 00:00        69.182863   53.9760877   1.0235714
 2049-Sep-30 00:00        69.182379  221.8726363  -1.7140528
 2049-Nov-10 00:00        69.182665   52.2765535   0.7282690
 2049-Dec-21 00:00        69.183608  220.5921028  -1.7397302
 2050-Jan-31 00:00        69.184753   54.8419944   0.2143139
 2050-Mar-13 00:00        69.185522  221.4974210  -0.9746744
 2050-Apr-23 00:00        69.185556   53.4747791  -0.2376808
 2050-Jun-03 00:00        69.184856  222.8368119  -0.7343605
 2050-Jul-14 00:00        69.183763   54.3946570  -0.4751175
 2050-Aug-24 00:00        69.182784  222.3640720  -0.1981657
 2050-Oct-04 00:00        69.182365   55.7936122  -1.2453418
 2050-Nov-14 00:00        69.182728  225.2423564   0.3179988
 2050-Dec-25 00:00        69.183719   52.9789520  -1.0998312
 2051-Feb-04 00:00        69.184851  224.3313430   0.7145083
 2051-Mar-17 00:00        69.185569   55.9498366  -2.0325059
 2051-Apr-27 00:00        69.185524  226.6519165   1.2956758
 2051-Jun-07 00:00        69.184762   52.1095243  -1.7939512
 2051-Jul-18 00:00        69.183652  227.5375831   1.6536192
 2051-Aug-28 00:00        69.182698   55.1963417  -2.6136991
 2051-Oct-08 00:00        69.182354  228.5522965   2.2493017
 2051-Nov-18 00:00        69.182794   52.5723833  -2.5586089
 2051-Dec-29 00:00        69.183826  230.7378265   2.5466961
 2052-Feb-08 00:00        69.184950   52.4048493  -3.0370302
 2052-Mar-20 00:00        69.185603  230.7807914   3.1474332
 2052-Apr-30 00:00        69.185485   52.6155968  -3.2617035
 2052-Jun-10 00:00        69.184666  233.1801626   3.3261050
 2052-Jul-21 00:00        69.183538   50.0518317  -3.4043608
 2052-Aug-31 00:00        69.182626  234.1549523   3.9375155
 2052-Oct-11 00:00        69.182349   53.2467485  -3.9228511
 2052-Nov-21 00:00        69.182865  235.2727032   3.9738609
 2053-Jan-01 00:00        69.183938   48.4446604  -3.7955333
 2053-Feb-11 00:00        69.185037  237.3704267   4.5519978
 2053-Mar-24 00:00        69.185631   51.4299159  -4.3576191
 2053-May-04 00:00        69.185437  237.0601294   4.5236761
 2053-Jun-14 00:00        69.184569   48.9362769  -4.2454335
 2053-Jul-25 00:00        69.183439  239.9276810   4.8954326
 2053-Sep-04 00:00        69.182558   49.9222861  -4.7221839
 2053-Oct-15 00:00        69.182353  239.8435081   4.9707154
 2053-Nov-25 00:00        69.182934   50.5918924  -4.6283229
 2054-Jan-05 00:00        69.184035  241.3108202   5.0473652
 2054-Feb-15 00:00        69.185120   48.4891957  -5.0061315
 2054-Mar-28 00:00        69.185649  242.3040746   5.2036591
 2054-May-08 00:00        69.185390   51.3294281  -4.8964295
 2054-Jun-18 00:00        69.184481  241.7874698   5.0576860
 2054-Jul-29 00:00        69.183344   49.3546511  -5.1923656
 2054-Sep-08 00:00        69.182507  244.7885569   5.2433563
 2054-Oct-19 00:00        69.182360   52.2744562  -5.0577843
 2054-Nov-29 00:00        69.183003  242.4871231   4.9423002
 2055-Jan-09 00:00        69.184135   51.2435644  -5.2187379
 2055-Feb-19 00:00        69.185193  245.3081417   5.0875025
 2055-Apr-01 00:00        69.185666   52.4659832  -5.0815708
 2055-May-12 00:00        69.185337  243.3352536   4.7273928
 2055-Jun-22 00:00        69.184386   54.1013160  -5.0231770
 2055-Aug-02 00:00        69.183256  244.3081909   4.8268785
 2055-Sep-12 00:00        69.182458   53.9972108  -4.9989401
 2055-Oct-23 00:00        69.182383  245.3162080   4.3782255
 2055-Dec-03 00:00        69.183083   56.7261982  -4.6332126
 2056-Jan-13 00:00        69.184232  242.4146156   4.5022331
 2056-Feb-23 00:00        69.185265   56.2067213  -4.6817264
 2056-Apr-04 00:00        69.185669  245.2593470   3.9717758
 2056-May-15 00:00        69.185278   58.5131361  -4.1378871
 2056-Jun-25 00:00        69.184291  241.1744426   4.0586285
 2056-Aug-05 00:00        69.183169   59.7670526  -4.1266031
 2056-Sep-15 00:00        69.182430  244.3486007   3.6000206
 2056-Oct-26 00:00        69.182419   60.6543601  -3.5260969
 2056-Dec-06 00:00        69.183170  241.2396625   3.4599152
 2057-Jan-16 00:00        69.184330   62.8457827  -3.3730268
 2057-Feb-26 00:00        69.185318  241.5786363   3.2284035
 2057-Apr-08 00:00        69.185661   62.9159266  -2.7844108
 2057-May-19 00:00        69.185209  241.4622874   2.7746195
 2057-Jun-29 00:00        69.184196   65.3353743  -2.4904895
 2057-Aug-09 00:00        69.183097  239.1702054   2.8374916
 2057-Sep-19 00:00        69.182409   66.3976918  -1.9328004
 2057-Oct-30 00:00        69.182473  242.2021101   2.0073480
 2057-Dec-10 00:00        69.183270   67.1115565  -1.5607476
 2058-Jan-20 00:00        69.184424  237.7437462   2.2848348
 2058-Mar-02 00:00        69.185369   69.2561730  -0.9856226
 2058-Apr-12 00:00        69.185640  240.8830785   1.3586726
 2058-May-23 00:00        69.185134   68.6671107  -0.5840591
 2058-Jul-03 00:00        69.184102  238.5137427   1.4799232
 2058-Aug-13 00:00        69.183021   71.6377158  -0.0972024
 2058-Sep-23 00:00        69.182398  239.7830428   0.7420283
 2058-Nov-03 00:00        69.182528   71.0948757   0.4694063
 2058-Dec-14 00:00        69.183375  240.2998775   0.5151007
 2059-Jan-24 00:00        69.184531   72.3199404   0.7160285
 2059-Mar-06 00:00        69.185417  238.9848198   0.0426603
 2059-Apr-16 00:00        69.185618   73.0578821   1.4619975
 2059-May-27 00:00        69.185050  241.6366622  -0.4653541
 2059-Jul-07 00:00        69.183997   72.3072131   1.4722145
 2059-Aug-17 00:00        69.182949  240.1013685  -0.7343644
 2059-Sep-27 00:00        69.182384   75.3195761   2.3479980
 2059-Nov-07 00:00        69.182594  242.9781145  -1.4252309
 2059-Dec-18 00:00        69.183491   72.1146889   2.2032832
 2060-Jan-28 00:00        69.184637  242.3080661  -1.6307533
 2060-Mar-09 00:00        69.185470   75.0697385   2.9953699
 2060-Apr-19 00:00        69.185584  243.7519115  -2.2931980
 2060-May-30 00:00        69.184953   72.5492276   2.9669034
 2060-Jul-10 00:00        69.183885  245.3996185  -2.5235373
 2060-Aug-20 00:00        69.182869   73.7370330   3.4241254
 2060-Sep-30 00:00        69.182384  245.5642614  -3.1255912
 2060-Nov-10 00:00        69.182667   74.0808270   3.7244714
 2060-Dec-21 00:00        69.183608  248.1442151  -3.3144001
 2061-Jan-31 00:00        69.184748   71.0929804   3.7675811
 2061-Mar-13 00:00        69.185512  248.1178135  -3.8955932
 2061-Apr-23 00:00        69.185548   73.7302872   4.2602289
 2061-Jun-03 00:00        69.184854  250.1650463  -3.9876374
 2061-Jul-14 00:00        69.183769   69.7242941   4.1118139
 2061-Aug-24 00:00        69.182796  251.6829768  -4.4847994
 2061-Oct-04 00:00        69.182378   73.0585108   4.6766070
 2061-Nov-14 00:00        69.182741  252.3370792  -4.5456925
 2061-Dec-25 00:00        69.183723   69.3281484   4.4498187
 2062-Feb-04 00:00        69.184845  254.7707161  -4.8766038
 2062-Mar-17 00:00        69.185556   70.2411106   4.9235688
 2062-Apr-27 00:00        69.185510  254.6895989  -4.9646489
 2062-Jun-07 00:00        69.184758   69.9769690   4.7649819
 2062-Jul-18 00:00        69.183660  257.0632336  -5.0285452
 2062-Aug-28 00:00        69.182716   68.3373966   5.1037534
 2062-Oct-08 00:00        69.182376  258.0785773  -5.2250526
 2062-Nov-18 00:00        69.182810   71.0627063   4.9784840
 2062-Dec-29 00:00        69.183833  258.5430988  -5.0197548
 2063-Feb-08 00:00        69.184946   67.1113674   5.2191120
 2063-Mar-21 00:00        69.185591  260.8300250  -5.2220272
 2063-May-01 00:00        69.185473   70.3496276   5.0717937
 2063-Jun-11 00:00        69.184661  259.8110398  -4.8961400
 2063-Jul-22 00:00        69.183544   68.5247994   5.1855972
 2063-Sep-01 00:00        69.182641  262.8820895  -5.0137860
 2063-Oct-12 00:00        69.182369   70.0804315   5.0994927
 2063-Nov-22 00:00        69.182885  261.8028693  -4.6271492
 2064-Jan-02 00:00        69.183949   70.5166341   4.9753063
 2064-Feb-12 00:00        69.185040  263.1755615  -4.6657688
 2064-Mar-24 00:00        69.185626   69.8186992   4.9766747
 2064-May-04 00:00        69.185425  263.5338210  -4.2249877
 2064-Jun-14 00:00        69.184560   72.5418034   4.5980669
 2064-Jul-25 00:00        69.183437  262.5634495  -4.2203836
 2064-Sep-04 00:00        69.182569   71.5613092   4.6971192
 2064-Oct-15 00:00        69.182375  265.4609389  -3.7333746
 2064-Nov-25 00:00        69.182958   74.3158327   4.0922706
 2065-Jan-05 00:00        69.184057  261.7422333  -3.6955634
 2065-Feb-15 00:00        69.185129   73.9669342   4.1648427
 2065-Mar-28 00:00        69.185642  264.8866679  -3.2245910
 2065-May-08 00:00        69.185375   75.5128724   3.5159326
 2065-Jun-18 00:00        69.184463  261.8654870  -3.0345389
 2065-Jul-29 00:00        69.183336   77.4148873   3.3858542
 2065-Sep-08 00:00        69.182515  263.1044376  -2.8002877
 2065-Oct-19 00:00        69.182383   77.6994932   2.8338752
 2065-Nov-29 00:00        69.183033  262.9314155  -2.2449787
 2066-Jan-09 00:00        69.184159   80.1124563   2.4849427
 2066-Feb-19 00:00        69.185203  260.2377343  -2.3522210
 2066-Apr-01 00:00        69.185660   80.2989185   1.9847349
 2066-May-12 00:00        69.185321  262.6521775  -1.5219754
 2066-Jun-22 00:00        69.184369   82.2504906   1.5161271
 2066-Aug-02 00:00        69.183246  258.6101933  -1.7910216
 2066-Sep-12 00:00        69.182462   83.9758776   1.0541599
 2066-Oct-23 00:00        69.182400  261.9801660  -0.8590311
 2066-Dec-03 00:00        69.183107   84.2890342   0.5062195
 2067-Jan-13 00:00        69.184257  258.0626259  -1.0667849
 2067-Feb-23 00:00        69.185280   86.7177126   0.0726102
 2067-Apr-05 00:00        69.185670  259.5281450  -0.3033125
 2067-May-16 00:00        69.185267   86.4772528  -0.5273557
 2067-Jun-26 00:00        69.184276  259.0562432  -0.1483904
 2067-Aug-06 00:00        69.183156   88.8050603  -0.8342554
 2067-Sep-16 00:00        69.182424  257.8060831   0.2317705
 2067-Oct-27 00:00        69.182425   89.7037175  -1.5815783
 2067-Dec-07 00:00        69.183191  260.2861551   0.8102537
 2068-Jan-17 00:00        69.184355   89.6540553  -1.6683998
 2068-Feb-27 00:00        69.185340  257.0804131   0.9176752
 2068-Apr-08 00:00        69.185671   91.9451499  -2.4995699
 2068-May-19 00:00        69.185201  260.2869079   1.6496804
 2068-Jun-29 00:00        69.184177   90.5031458  -2.4915234
 2068-Aug-09 00:00        69.183077  258.7149208   1.7186057
 2068-Sep-19 00:00        69.182397   93.7381721  -3.2037022
 2068-Oct-30 00:00        69.182473  260.4908095   2.4426966
 2068-Dec-10 00:00        69.183284   91.8006575  -3.2923930
 2069-Jan-20 00:00        69.184449  260.9579457   2.5657322
 2069-Mar-02 00:00        69.185394   93.2288265  -3.7184572
 2069-Apr-12 00:00        69.185652  260.9080216   3.1818833
 2069-May-23 00:00        69.185130   93.1321425  -4.0032850
 2069-Jul-03 00:00        69.184084  263.4546293   3.3582259
 2069-Aug-13 00:00        69.183001   92.1339098  -4.0703681
 2069-Sep-23 00:00        69.182386  262.9020582   3.8645341
 2069-Nov-03 00:00        69.182527   94.8159504  -4.5943711
